dyad,statelno,statelab,statehno,statehab,year,land,sea,total,version
41210,41,"HAI",210,"NTH",1991,0,2,2,3.1
41210,41,"HAI",210,"NTH",1992,0,2,2,3.1
41210,41,"HAI",210,"NTH",1993,0,2,2,3.1
41210,41,"HAI",210,"NTH",1994,0,2,2,3.1
41210,41,"HAI",210,"NTH",1995,0,2,2,3.1
41210,41,"HAI",210,"NTH",1996,0,2,2,3.1
41210,41,"HAI",210,"NTH",1997,0,2,2,3.1
41210,41,"HAI",210,"NTH",1998,0,2,2,3.1
41210,41,"HAI",210,"NTH",1999,0,2,2,3.1
41210,41,"HAI",210,"NTH",2000,0,2,2,3.1
41210,41,"HAI",210,"NTH",2001,0,2,2,3.1
41210,41,"HAI",210,"NTH",2002,0,2,2,3.1
41210,41,"HAI",210,"NTH",2003,0,2,2,3.1
41210,41,"HAI",210,"NTH",2004,0,2,2,3.1
41210,41,"HAI",210,"NTH",2005,0,2,2,3.1
41210,41,"HAI",210,"NTH",2006,0,2,2,3.1
41210,41,"HAI",210,"NTH",2007,0,2,2,3.1
41210,41,"HAI",210,"NTH",2008,0,2,2,3.1
41210,41,"HAI",210,"NTH",2009,0,2,2,3.1
41210,41,"HAI",210,"NTH",2010,0,2,2,3.1
41210,41,"HAI",210,"NTH",2011,0,2,2,3.1
41210,41,"HAI",210,"NTH",2012,0,2,2,3.1
41210,41,"HAI",210,"NTH",2013,0,2,2,3.1
41210,41,"HAI",210,"NTH",2014,0,2,2,3.1
41210,41,"HAI",210,"NTH",2015,0,2,2,3.1
41210,41,"HAI",210,"NTH",2016,0,2,2,3.1
41230,41,"HAI",230,"SPN",1859,0,1,1,3.1
41230,41,"HAI",230,"SPN",1860,0,1,1,3.1
41230,41,"HAI",230,"SPN",1861,1,1,2,3.1
41230,41,"HAI",230,"SPN",1862,1,1,2,3.1
41230,41,"HAI",230,"SPN",1863,1,1,2,3.1
41230,41,"HAI",230,"SPN",1864,1,1,2,3.1
41230,41,"HAI",230,"SPN",1865,0,1,1,3.1
41230,41,"HAI",230,"SPN",1866,0,1,1,3.1
41230,41,"HAI",230,"SPN",1867,0,1,1,3.1
41230,41,"HAI",230,"SPN",1868,0,1,1,3.1
41230,41,"HAI",230,"SPN",1869,0,1,1,3.1
41230,41,"HAI",230,"SPN",1870,0,1,1,3.1
41230,41,"HAI",230,"SPN",1871,0,1,1,3.1
41230,41,"HAI",230,"SPN",1872,0,1,1,3.1
41230,41,"HAI",230,"SPN",1873,0,1,1,3.1
41230,41,"HAI",230,"SPN",1874,0,1,1,3.1
41230,41,"HAI",230,"SPN",1875,0,1,1,3.1
41230,41,"HAI",230,"SPN",1876,0,1,1,3.1
41230,41,"HAI",230,"SPN",1877,0,1,1,3.1
41230,41,"HAI",230,"SPN",1878,0,1,1,3.1
41230,41,"HAI",230,"SPN",1879,0,1,1,3.1
41230,41,"HAI",230,"SPN",1880,0,1,1,3.1
41230,41,"HAI",230,"SPN",1881,0,1,1,3.1
41230,41,"HAI",230,"SPN",1882,0,1,1,3.1
41230,41,"HAI",230,"SPN",1883,0,1,1,3.1
41230,41,"HAI",230,"SPN",1884,0,1,1,3.1
41230,41,"HAI",230,"SPN",1885,0,1,1,3.1
41230,41,"HAI",230,"SPN",1886,0,1,1,3.1
41230,41,"HAI",230,"SPN",1887,0,1,1,3.1
41230,41,"HAI",230,"SPN",1888,0,1,1,3.1
41230,41,"HAI",230,"SPN",1889,0,1,1,3.1
41230,41,"HAI",230,"SPN",1890,0,1,1,3.1
41230,41,"HAI",230,"SPN",1891,0,1,1,3.1
41230,41,"HAI",230,"SPN",1892,0,1,1,3.1
41230,41,"HAI",230,"SPN",1893,0,1,1,3.1
41230,41,"HAI",230,"SPN",1894,0,1,1,3.1
41230,41,"HAI",230,"SPN",1895,0,1,1,3.1
41230,41,"HAI",230,"SPN",1896,0,1,1,3.1
41230,41,"HAI",230,"SPN",1897,0,1,1,3.1
42200,42,"DOM",200,"UKG",1894,0,3,3,3.1
42200,42,"DOM",200,"UKG",1895,0,3,3,3.1
42200,42,"DOM",200,"UKG",1896,0,3,3,3.1
42200,42,"DOM",200,"UKG",1897,0,3,3,3.1
42200,42,"DOM",200,"UKG",1898,0,3,3,3.1
42200,42,"DOM",200,"UKG",1899,0,3,3,3.1
42200,42,"DOM",200,"UKG",1900,0,3,3,3.1
42200,42,"DOM",200,"UKG",1901,0,3,3,3.1
42200,42,"DOM",200,"UKG",1902,0,3,3,3.1
42200,42,"DOM",200,"UKG",1903,0,3,3,3.1
42200,42,"DOM",200,"UKG",1904,0,3,3,3.1
42200,42,"DOM",200,"UKG",1905,0,3,3,3.1
42200,42,"DOM",200,"UKG",1906,0,3,3,3.1
42200,42,"DOM",200,"UKG",1907,0,3,3,3.1
42200,42,"DOM",200,"UKG",1908,0,3,3,3.1
42200,42,"DOM",200,"UKG",1909,0,3,3,3.1
42200,42,"DOM",200,"UKG",1910,0,3,3,3.1
42200,42,"DOM",200,"UKG",1911,0,3,3,3.1
42200,42,"DOM",200,"UKG",1912,0,3,3,3.1
42200,42,"DOM",200,"UKG",1913,0,3,3,3.1
42200,42,"DOM",200,"UKG",1914,0,3,3,3.1
42200,42,"DOM",200,"UKG",1915,0,3,3,3.1
42200,42,"DOM",200,"UKG",1924,0,3,3,3.1
42200,42,"DOM",200,"UKG",1925,0,3,3,3.1
42200,42,"DOM",200,"UKG",1926,0,3,3,3.1
42200,42,"DOM",200,"UKG",1927,0,3,3,3.1
42200,42,"DOM",200,"UKG",1928,0,3,3,3.1
42200,42,"DOM",200,"UKG",1929,0,3,3,3.1
42200,42,"DOM",200,"UKG",1930,0,3,3,3.1
42200,42,"DOM",200,"UKG",1931,0,3,3,3.1
42200,42,"DOM",200,"UKG",1932,0,3,3,3.1
42200,42,"DOM",200,"UKG",1933,0,3,3,3.1
42200,42,"DOM",200,"UKG",1934,0,3,3,3.1
42200,42,"DOM",200,"UKG",1935,0,3,3,3.1
42200,42,"DOM",200,"UKG",1936,0,3,3,3.1
42200,42,"DOM",200,"UKG",1937,0,3,3,3.1
42200,42,"DOM",200,"UKG",1938,0,3,3,3.1
42200,42,"DOM",200,"UKG",1939,0,3,3,3.1
42200,42,"DOM",200,"UKG",1940,0,3,3,3.1
42200,42,"DOM",200,"UKG",1941,0,3,3,3.1
42200,42,"DOM",200,"UKG",1942,0,3,3,3.1
42200,42,"DOM",200,"UKG",1943,0,3,3,3.1
42200,42,"DOM",200,"UKG",1944,0,3,3,3.1
42200,42,"DOM",200,"UKG",1945,0,3,3,3.1
42200,42,"DOM",200,"UKG",1946,0,3,3,3.1
42200,42,"DOM",200,"UKG",1947,0,3,3,3.1
42200,42,"DOM",200,"UKG",1948,0,3,3,3.1
42200,42,"DOM",200,"UKG",1949,0,3,3,3.1
42200,42,"DOM",200,"UKG",1950,0,3,3,3.1
42200,42,"DOM",200,"UKG",1951,0,3,3,3.1
42200,42,"DOM",200,"UKG",1952,0,3,3,3.1
42200,42,"DOM",200,"UKG",1953,0,3,3,3.1
42200,42,"DOM",200,"UKG",1954,0,3,3,3.1
42200,42,"DOM",200,"UKG",1955,0,3,3,3.1
42200,42,"DOM",200,"UKG",1956,0,4,4,3.1
42200,42,"DOM",200,"UKG",1957,0,4,4,3.1
42200,42,"DOM",200,"UKG",1958,0,3,3,3.1
42200,42,"DOM",200,"UKG",1959,0,3,3,3.1
42200,42,"DOM",200,"UKG",1960,0,3,3,3.1
42200,42,"DOM",200,"UKG",1961,0,3,3,3.1
42200,42,"DOM",200,"UKG",1962,0,3,3,3.1
42200,42,"DOM",200,"UKG",1963,0,3,3,3.1
42200,42,"DOM",200,"UKG",1964,0,3,3,3.1
42200,42,"DOM",200,"UKG",1965,0,3,3,3.1
42200,42,"DOM",200,"UKG",1966,0,3,3,3.1
42200,42,"DOM",200,"UKG",1967,0,3,3,3.1
42200,42,"DOM",200,"UKG",1968,0,3,3,3.1
42200,42,"DOM",200,"UKG",1969,0,3,3,3.1
42200,42,"DOM",200,"UKG",1970,0,3,3,3.1
42200,42,"DOM",200,"UKG",1971,0,3,3,3.1
42200,42,"DOM",200,"UKG",1972,0,3,3,3.1
42200,42,"DOM",200,"UKG",1973,0,3,3,3.1
42200,42,"DOM",200,"UKG",1974,0,3,3,3.1
42200,42,"DOM",200,"UKG",1975,0,3,3,3.1
42200,42,"DOM",200,"UKG",1976,0,3,3,3.1
42200,42,"DOM",200,"UKG",1977,0,3,3,3.1
42200,42,"DOM",200,"UKG",1978,0,3,3,3.1
42200,42,"DOM",200,"UKG",1979,0,3,3,3.1
42200,42,"DOM",200,"UKG",1980,0,3,3,3.1
42200,42,"DOM",200,"UKG",1981,0,3,3,3.1
42200,42,"DOM",200,"UKG",1982,0,3,3,3.1
42200,42,"DOM",200,"UKG",1983,0,2,2,3.1
42200,42,"DOM",200,"UKG",1984,0,2,2,3.1
42200,42,"DOM",200,"UKG",1985,0,2,2,3.1
42200,42,"DOM",200,"UKG",1986,0,2,2,3.1
42200,42,"DOM",200,"UKG",1987,0,2,2,3.1
42200,42,"DOM",200,"UKG",1988,0,2,2,3.1
42200,42,"DOM",200,"UKG",1989,0,2,2,3.1
42200,42,"DOM",200,"UKG",1990,0,2,2,3.1
42200,42,"DOM",200,"UKG",1991,0,2,2,3.1
42200,42,"DOM",200,"UKG",1992,0,2,2,3.1
42200,42,"DOM",200,"UKG",1993,0,2,2,3.1
42200,42,"DOM",200,"UKG",1994,0,2,2,3.1
42200,42,"DOM",200,"UKG",1995,0,2,2,3.1
42200,42,"DOM",200,"UKG",1996,0,2,2,3.1
42200,42,"DOM",200,"UKG",1997,0,2,2,3.1
42200,42,"DOM",200,"UKG",1998,0,2,2,3.1
42200,42,"DOM",200,"UKG",1999,0,2,2,3.1
42200,42,"DOM",200,"UKG",2000,0,2,2,3.1
42200,42,"DOM",200,"UKG",2001,0,2,2,3.1
42200,42,"DOM",200,"UKG",2002,0,2,2,3.1
42200,42,"DOM",200,"UKG",2003,0,2,2,3.1
42200,42,"DOM",200,"UKG",2004,0,2,2,3.1
42200,42,"DOM",200,"UKG",2005,0,2,2,3.1
42200,42,"DOM",200,"UKG",2006,0,2,2,3.1
42200,42,"DOM",200,"UKG",2007,0,2,2,3.1
42200,42,"DOM",200,"UKG",2008,0,2,2,3.1
42200,42,"DOM",200,"UKG",2009,0,2,2,3.1
42200,42,"DOM",200,"UKG",2010,0,2,2,3.1
42200,42,"DOM",200,"UKG",2011,0,2,2,3.1
42200,42,"DOM",200,"UKG",2012,0,2,2,3.1
42200,42,"DOM",200,"UKG",2013,0,2,2,3.1
42200,42,"DOM",200,"UKG",2014,0,2,2,3.1
42200,42,"DOM",200,"UKG",2015,0,2,2,3.1
42200,42,"DOM",200,"UKG",2016,0,2,2,3.1
42210,42,"DOM",210,"NTH",1894,0,1,1,3.1
42210,42,"DOM",210,"NTH",1895,0,1,1,3.1
42210,42,"DOM",210,"NTH",1896,0,1,1,3.1
42210,42,"DOM",210,"NTH",1897,0,1,1,3.1
42210,42,"DOM",210,"NTH",1898,0,1,1,3.1
42210,42,"DOM",210,"NTH",1899,0,1,1,3.1
42210,42,"DOM",210,"NTH",1900,0,1,1,3.1
42210,42,"DOM",210,"NTH",1901,0,1,1,3.1
42210,42,"DOM",210,"NTH",1902,0,1,1,3.1
42210,42,"DOM",210,"NTH",1903,0,1,1,3.1
42210,42,"DOM",210,"NTH",1904,0,1,1,3.1
42210,42,"DOM",210,"NTH",1905,0,1,1,3.1
42210,42,"DOM",210,"NTH",1906,0,1,1,3.1
42210,42,"DOM",210,"NTH",1907,0,1,1,3.1
42210,42,"DOM",210,"NTH",1908,0,1,1,3.1
42210,42,"DOM",210,"NTH",1909,0,1,1,3.1
42210,42,"DOM",210,"NTH",1910,0,1,1,3.1
42210,42,"DOM",210,"NTH",1911,0,1,1,3.1
42210,42,"DOM",210,"NTH",1912,0,1,1,3.1
42210,42,"DOM",210,"NTH",1913,0,1,1,3.1
42210,42,"DOM",210,"NTH",1914,0,1,1,3.1
42210,42,"DOM",210,"NTH",1915,0,1,1,3.1
42210,42,"DOM",210,"NTH",1924,0,1,1,3.1
42210,42,"DOM",210,"NTH",1925,0,1,1,3.1
42210,42,"DOM",210,"NTH",1926,0,1,1,3.1
42210,42,"DOM",210,"NTH",1927,0,1,1,3.1
42210,42,"DOM",210,"NTH",1928,0,1,1,3.1
42210,42,"DOM",210,"NTH",1929,0,1,1,3.1
42210,42,"DOM",210,"NTH",1930,0,1,1,3.1
42210,42,"DOM",210,"NTH",1931,0,1,1,3.1
42210,42,"DOM",210,"NTH",1932,0,1,1,3.1
42210,42,"DOM",210,"NTH",1933,0,1,1,3.1
42210,42,"DOM",210,"NTH",1934,0,1,1,3.1
42210,42,"DOM",210,"NTH",1935,0,1,1,3.1
42210,42,"DOM",210,"NTH",1936,0,1,1,3.1
42210,42,"DOM",210,"NTH",1937,0,1,1,3.1
42210,42,"DOM",210,"NTH",1938,0,1,1,3.1
42210,42,"DOM",210,"NTH",1939,0,1,1,3.1
42210,42,"DOM",210,"NTH",1940,0,1,1,3.1
42210,42,"DOM",210,"NTH",1945,0,1,1,3.1
42210,42,"DOM",210,"NTH",1946,0,1,1,3.1
42210,42,"DOM",210,"NTH",1947,0,1,1,3.1
42210,42,"DOM",210,"NTH",1948,0,1,1,3.1
42210,42,"DOM",210,"NTH",1949,0,1,1,3.1
42210,42,"DOM",210,"NTH",1950,0,1,1,3.1
42210,42,"DOM",210,"NTH",1951,0,1,1,3.1
42210,42,"DOM",210,"NTH",1952,0,1,1,3.1
42210,42,"DOM",210,"NTH",1953,0,1,1,3.1
42210,42,"DOM",210,"NTH",1954,0,1,1,3.1
42210,42,"DOM",210,"NTH",1955,0,1,1,3.1
42210,42,"DOM",210,"NTH",1956,0,1,1,3.1
42210,42,"DOM",210,"NTH",1957,0,1,1,3.1
42210,42,"DOM",210,"NTH",1958,0,1,1,3.1
42210,42,"DOM",210,"NTH",1959,0,1,1,3.1
42210,42,"DOM",210,"NTH",1960,0,1,1,3.1
42210,42,"DOM",210,"NTH",1961,0,1,1,3.1
42210,42,"DOM",210,"NTH",1962,0,1,1,3.1
42210,42,"DOM",210,"NTH",1963,0,1,1,3.1
42210,42,"DOM",210,"NTH",1964,0,1,1,3.1
42210,42,"DOM",210,"NTH",1965,0,1,1,3.1
42210,42,"DOM",210,"NTH",1966,0,1,1,3.1
42210,42,"DOM",210,"NTH",1967,0,1,1,3.1
42210,42,"DOM",210,"NTH",1968,0,1,1,3.1
42210,42,"DOM",210,"NTH",1969,0,1,1,3.1
42210,42,"DOM",210,"NTH",1970,0,1,1,3.1
42210,42,"DOM",210,"NTH",1971,0,1,1,3.1
42210,42,"DOM",210,"NTH",1972,0,1,1,3.1
42210,42,"DOM",210,"NTH",1973,0,1,1,3.1
42210,42,"DOM",210,"NTH",1974,0,1,1,3.1
42210,42,"DOM",210,"NTH",1975,0,1,1,3.1
42210,42,"DOM",210,"NTH",1976,0,1,1,3.1
42210,42,"DOM",210,"NTH",1977,0,1,1,3.1
42210,42,"DOM",210,"NTH",1978,0,1,1,3.1
42210,42,"DOM",210,"NTH",1979,0,1,1,3.1
42210,42,"DOM",210,"NTH",1980,0,1,1,3.1
42210,42,"DOM",210,"NTH",1981,0,1,1,3.1
42210,42,"DOM",210,"NTH",1982,0,1,1,3.1
42210,42,"DOM",210,"NTH",1983,0,1,1,3.1
42210,42,"DOM",210,"NTH",1984,0,1,1,3.1
42210,42,"DOM",210,"NTH",1985,0,1,1,3.1
42210,42,"DOM",210,"NTH",1986,0,2,2,3.1
42210,42,"DOM",210,"NTH",1987,0,2,2,3.1
42210,42,"DOM",210,"NTH",1988,0,2,2,3.1
42210,42,"DOM",210,"NTH",1989,0,2,2,3.1
42210,42,"DOM",210,"NTH",1990,0,2,2,3.1
42210,42,"DOM",210,"NTH",1991,0,2,2,3.1
42210,42,"DOM",210,"NTH",1992,0,2,2,3.1
42210,42,"DOM",210,"NTH",1993,0,2,2,3.1
42210,42,"DOM",210,"NTH",1994,0,2,2,3.1
42210,42,"DOM",210,"NTH",1995,0,2,2,3.1
42210,42,"DOM",210,"NTH",1996,0,2,2,3.1
42210,42,"DOM",210,"NTH",1997,0,2,2,3.1
42210,42,"DOM",210,"NTH",1998,0,2,2,3.1
42210,42,"DOM",210,"NTH",1999,0,2,2,3.1
42210,42,"DOM",210,"NTH",2000,0,2,2,3.1
42210,42,"DOM",210,"NTH",2001,0,2,2,3.1
42210,42,"DOM",210,"NTH",2002,0,2,2,3.1
42210,42,"DOM",210,"NTH",2003,0,2,2,3.1
42210,42,"DOM",210,"NTH",2004,0,2,2,3.1
42210,42,"DOM",210,"NTH",2005,0,2,2,3.1
42210,42,"DOM",210,"NTH",2006,0,2,2,3.1
42210,42,"DOM",210,"NTH",2007,0,2,2,3.1
42210,42,"DOM",210,"NTH",2008,0,2,2,3.1
42210,42,"DOM",210,"NTH",2009,0,2,2,3.1
42210,42,"DOM",210,"NTH",2010,0,2,2,3.1
42210,42,"DOM",210,"NTH",2011,0,2,2,3.1
42210,42,"DOM",210,"NTH",2012,0,2,2,3.1
42210,42,"DOM",210,"NTH",2013,0,2,2,3.1
42210,42,"DOM",210,"NTH",2014,0,2,2,3.1
42210,42,"DOM",210,"NTH",2015,0,2,2,3.1
42210,42,"DOM",210,"NTH",2016,0,2,2,3.1
42230,42,"DOM",230,"SPN",1894,0,1,1,3.1
42230,42,"DOM",230,"SPN",1895,0,1,1,3.1
42230,42,"DOM",230,"SPN",1896,0,1,1,3.1
42230,42,"DOM",230,"SPN",1897,0,1,1,3.1
42390,42,"DOM",390,"DEN",1894,0,1,1,3.1
42390,42,"DOM",390,"DEN",1895,0,1,1,3.1
42390,42,"DOM",390,"DEN",1896,0,1,1,3.1
42390,42,"DOM",390,"DEN",1897,0,1,1,3.1
42390,42,"DOM",390,"DEN",1898,0,1,1,3.1
42390,42,"DOM",390,"DEN",1899,0,1,1,3.1
42390,42,"DOM",390,"DEN",1900,0,1,1,3.1
42390,42,"DOM",390,"DEN",1901,0,1,1,3.1
42390,42,"DOM",390,"DEN",1902,0,1,1,3.1
42390,42,"DOM",390,"DEN",1903,0,1,1,3.1
42390,42,"DOM",390,"DEN",1904,0,1,1,3.1
42390,42,"DOM",390,"DEN",1905,0,1,1,3.1
42390,42,"DOM",390,"DEN",1906,0,1,1,3.1
42390,42,"DOM",390,"DEN",1907,0,1,1,3.1
42390,42,"DOM",390,"DEN",1908,0,1,1,3.1
42390,42,"DOM",390,"DEN",1909,0,1,1,3.1
42390,42,"DOM",390,"DEN",1910,0,1,1,3.1
42390,42,"DOM",390,"DEN",1911,0,1,1,3.1
42390,42,"DOM",390,"DEN",1912,0,1,1,3.1
42390,42,"DOM",390,"DEN",1913,0,1,1,3.1
42390,42,"DOM",390,"DEN",1914,0,1,1,3.1
42390,42,"DOM",390,"DEN",1915,0,1,1,3.1
51200,51,"JAM",200,"UKG",1962,0,2,2,3.1
51200,51,"JAM",200,"UKG",1963,0,2,2,3.1
51200,51,"JAM",200,"UKG",1964,0,2,2,3.1
51200,51,"JAM",200,"UKG",1965,0,2,2,3.1
51200,51,"JAM",200,"UKG",1966,0,2,2,3.1
51200,51,"JAM",200,"UKG",1967,0,2,2,3.1
51200,51,"JAM",200,"UKG",1968,0,2,2,3.1
51200,51,"JAM",200,"UKG",1969,0,2,2,3.1
51200,51,"JAM",200,"UKG",1970,0,2,2,3.1
51200,51,"JAM",200,"UKG",1971,0,2,2,3.1
51200,51,"JAM",200,"UKG",1972,0,2,2,3.1
51200,51,"JAM",200,"UKG",1973,0,2,2,3.1
51200,51,"JAM",200,"UKG",1974,0,2,2,3.1
51200,51,"JAM",200,"UKG",1975,0,2,2,3.1
51200,51,"JAM",200,"UKG",1976,0,2,2,3.1
51200,51,"JAM",200,"UKG",1977,0,2,2,3.1
51200,51,"JAM",200,"UKG",1978,0,2,2,3.1
51200,51,"JAM",200,"UKG",1979,0,2,2,3.1
51200,51,"JAM",200,"UKG",1980,0,2,2,3.1
51200,51,"JAM",200,"UKG",1981,0,2,2,3.1
51200,51,"JAM",200,"UKG",1982,0,2,2,3.1
51200,51,"JAM",200,"UKG",1983,0,2,2,3.1
51200,51,"JAM",200,"UKG",1984,0,2,2,3.1
51200,51,"JAM",200,"UKG",1985,0,2,2,3.1
51200,51,"JAM",200,"UKG",1986,0,2,2,3.1
51200,51,"JAM",200,"UKG",1987,0,2,2,3.1
51200,51,"JAM",200,"UKG",1988,0,2,2,3.1
51200,51,"JAM",200,"UKG",1989,0,2,2,3.1
51200,51,"JAM",200,"UKG",1990,0,2,2,3.1
51200,51,"JAM",200,"UKG",1991,0,2,2,3.1
51200,51,"JAM",200,"UKG",1992,0,2,2,3.1
51200,51,"JAM",200,"UKG",1993,0,2,2,3.1
51200,51,"JAM",200,"UKG",1994,0,2,2,3.1
51200,51,"JAM",200,"UKG",1995,0,2,2,3.1
51200,51,"JAM",200,"UKG",1996,0,2,2,3.1
51200,51,"JAM",200,"UKG",1997,0,2,2,3.1
51200,51,"JAM",200,"UKG",1998,0,2,2,3.1
51200,51,"JAM",200,"UKG",1999,0,2,2,3.1
51200,51,"JAM",200,"UKG",2000,0,2,2,3.1
51200,51,"JAM",200,"UKG",2001,0,2,2,3.1
51200,51,"JAM",200,"UKG",2002,0,2,2,3.1
51200,51,"JAM",200,"UKG",2003,0,2,2,3.1
51200,51,"JAM",200,"UKG",2004,0,2,2,3.1
51200,51,"JAM",200,"UKG",2005,0,2,2,3.1
51200,51,"JAM",200,"UKG",2006,0,2,2,3.1
51200,51,"JAM",200,"UKG",2007,0,2,2,3.1
51200,51,"JAM",200,"UKG",2008,0,2,2,3.1
51200,51,"JAM",200,"UKG",2009,0,2,2,3.1
51200,51,"JAM",200,"UKG",2010,0,2,2,3.1
51200,51,"JAM",200,"UKG",2011,0,2,2,3.1
51200,51,"JAM",200,"UKG",2012,0,2,2,3.1
51200,51,"JAM",200,"UKG",2013,0,2,2,3.1
51200,51,"JAM",200,"UKG",2014,0,2,2,3.1
51200,51,"JAM",200,"UKG",2015,0,2,2,3.1
51200,51,"JAM",200,"UKG",2016,0,2,2,3.1
52200,52,"TRI",200,"UKG",1962,0,7,7,3.1
52200,52,"TRI",200,"UKG",1963,0,7,7,3.1
52200,52,"TRI",200,"UKG",1964,0,7,7,3.1
52200,52,"TRI",200,"UKG",1965,0,7,7,3.1
52200,52,"TRI",200,"UKG",1966,0,5,5,3.1
52200,52,"TRI",200,"UKG",1967,0,5,5,3.1
52200,52,"TRI",200,"UKG",1968,0,5,5,3.1
52200,52,"TRI",200,"UKG",1969,0,5,5,3.1
52200,52,"TRI",200,"UKG",1970,0,5,5,3.1
52200,52,"TRI",200,"UKG",1971,0,5,5,3.1
52200,52,"TRI",200,"UKG",1972,0,5,5,3.1
52200,52,"TRI",200,"UKG",1973,0,5,5,3.1
52200,52,"TRI",200,"UKG",1974,0,4,4,3.1
52200,52,"TRI",200,"UKG",1975,0,4,4,3.1
52200,52,"TRI",200,"UKG",1976,0,4,4,3.1
52200,52,"TRI",200,"UKG",1977,0,4,4,3.1
52200,52,"TRI",200,"UKG",1978,0,3,3,3.1
52200,52,"TRI",200,"UKG",1979,0,2,2,3.1
52200,52,"TRI",200,"UKG",1980,0,1,1,3.1
52200,52,"TRI",200,"UKG",1981,0,1,1,3.1
52200,52,"TRI",200,"UKG",1982,0,1,1,3.1
52200,52,"TRI",200,"UKG",1983,0,1,1,3.1
52200,52,"TRI",200,"UKG",1984,0,1,1,3.1
52200,52,"TRI",200,"UKG",1985,0,1,1,3.1
52200,52,"TRI",200,"UKG",1986,0,1,1,3.1
52200,52,"TRI",200,"UKG",1987,0,1,1,3.1
52200,52,"TRI",200,"UKG",1988,0,1,1,3.1
52200,52,"TRI",200,"UKG",1989,0,1,1,3.1
52200,52,"TRI",200,"UKG",1990,0,1,1,3.1
52200,52,"TRI",200,"UKG",1991,0,1,1,3.1
52200,52,"TRI",200,"UKG",1992,0,1,1,3.1
52200,52,"TRI",200,"UKG",1993,0,1,1,3.1
52200,52,"TRI",200,"UKG",1994,0,1,1,3.1
52200,52,"TRI",200,"UKG",1995,0,1,1,3.1
52200,52,"TRI",200,"UKG",1996,0,1,1,3.1
52200,52,"TRI",200,"UKG",1997,0,1,1,3.1
52200,52,"TRI",200,"UKG",1998,0,1,1,3.1
52200,52,"TRI",200,"UKG",1999,0,1,1,3.1
52200,52,"TRI",200,"UKG",2000,0,1,1,3.1
52200,52,"TRI",200,"UKG",2001,0,1,1,3.1
52200,52,"TRI",200,"UKG",2002,0,1,1,3.1
52200,52,"TRI",200,"UKG",2003,0,1,1,3.1
52200,52,"TRI",200,"UKG",2004,0,1,1,3.1
52200,52,"TRI",200,"UKG",2005,0,1,1,3.1
52200,52,"TRI",200,"UKG",2006,0,1,1,3.1
52200,52,"TRI",200,"UKG",2007,0,1,1,3.1
52200,52,"TRI",200,"UKG",2008,0,1,1,3.1
52200,52,"TRI",200,"UKG",2009,0,1,1,3.1
52200,52,"TRI",200,"UKG",2010,0,1,1,3.1
52200,52,"TRI",200,"UKG",2011,0,1,1,3.1
52200,52,"TRI",200,"UKG",2012,0,1,1,3.1
52200,52,"TRI",200,"UKG",2013,0,1,1,3.1
52200,52,"TRI",200,"UKG",2014,0,1,1,3.1
52200,52,"TRI",200,"UKG",2015,0,1,1,3.1
52200,52,"TRI",200,"UKG",2016,0,1,1,3.1
52210,52,"TRI",210,"NTH",1962,0,1,1,3.1
52210,52,"TRI",210,"NTH",1963,0,1,1,3.1
52210,52,"TRI",210,"NTH",1964,0,1,1,3.1
52210,52,"TRI",210,"NTH",1965,0,1,1,3.1
52210,52,"TRI",210,"NTH",1966,0,1,1,3.1
52210,52,"TRI",210,"NTH",1967,0,1,1,3.1
52210,52,"TRI",210,"NTH",1968,0,1,1,3.1
52210,52,"TRI",210,"NTH",1969,0,1,1,3.1
52210,52,"TRI",210,"NTH",1970,0,1,1,3.1
52210,52,"TRI",210,"NTH",1971,0,1,1,3.1
52210,52,"TRI",210,"NTH",1972,0,1,1,3.1
52210,52,"TRI",210,"NTH",1973,0,1,1,3.1
52210,52,"TRI",210,"NTH",1974,0,1,1,3.1
52220,52,"TRI",220,"FRN",1962,0,2,2,3.1
52220,52,"TRI",220,"FRN",1963,0,2,2,3.1
52220,52,"TRI",220,"FRN",1964,0,2,2,3.1
52220,52,"TRI",220,"FRN",1965,0,2,2,3.1
52220,52,"TRI",220,"FRN",1966,0,2,2,3.1
52220,52,"TRI",220,"FRN",1967,0,2,2,3.1
52220,52,"TRI",220,"FRN",1968,0,2,2,3.1
52220,52,"TRI",220,"FRN",1969,0,2,2,3.1
52220,52,"TRI",220,"FRN",1970,0,2,2,3.1
52220,52,"TRI",220,"FRN",1971,0,2,2,3.1
52220,52,"TRI",220,"FRN",1972,0,2,2,3.1
52220,52,"TRI",220,"FRN",1973,0,2,2,3.1
52220,52,"TRI",220,"FRN",1974,0,2,2,3.1
52220,52,"TRI",220,"FRN",1975,0,2,2,3.1
52220,52,"TRI",220,"FRN",1976,0,2,2,3.1
52220,52,"TRI",220,"FRN",1977,0,2,2,3.1
52220,52,"TRI",220,"FRN",1978,0,2,2,3.1
52220,52,"TRI",220,"FRN",1979,0,2,2,3.1
52220,52,"TRI",220,"FRN",1980,0,2,2,3.1
52220,52,"TRI",220,"FRN",1981,0,2,2,3.1
52220,52,"TRI",220,"FRN",1982,0,2,2,3.1
52220,52,"TRI",220,"FRN",1983,0,2,2,3.1
52220,52,"TRI",220,"FRN",1984,0,2,2,3.1
52220,52,"TRI",220,"FRN",1985,0,2,2,3.1
52220,52,"TRI",220,"FRN",1986,0,2,2,3.1
